Ciclo,ID_Ramo,Ramo,ID_UR,UR,ID_FIN,FIN,ID_Funcion,Funcion,ID_Subfuncion,Subfuncion,ID_AI,Actividad_Institucional,ID_Modalidad,Modalidad,ID_PP,PP,ID_OG,Objeto_Gasto,ID_TG,Tipo_Gasto,ID_FF,Fuente_Financiamiento,ID_EF,EF,ID_CC,Aprobado,Modificado,Devengado,Pagado,Adefas,Ejercicio
2015,45,Comisión Reguladora de Energía,211,Unidad de Análisis Económico,3,Desarrollo Económico,3,Combustibles y Energía,2,Petróleo y Gas Natural (Hidrocarburos),3,Regulación eficiente del sector energético,G,Regulación y supervisión,1,"Regulación y supervisión del otorgamiento de permisos y la administración de estos, en materia de electricidad, gas natural y gas licuado de petróleo",33602,Otros servicios comerciales,1,Gasto corriente,1,Recursos fiscales,9,Distrito Federal,0,0.0,789.6,789.6,789.6,0.0,789.6
2015,6,Hacienda y Crédito Público,AYB,Comisión Nacional para el Desarrollo de los Pueblos Indígenas,2,Desarrollo Social,6,Protección Social,7,Indígenas,16,Promoción y coordinación de las políticas publicas para el desarrollo de los pueblos y comunidades indígenas,P,"Planeación, seguimiento y evaluación de políticas públicas",13,Planeación y Articulación de la Acción Pública hacia los Pueblos Indígenas,35701,Mantenimiento y conservación de maquinaria y equipo,1,Gasto corriente,1,Recursos fiscales,23,Quintana Roo,0,25000.0,35922.0,35922.0,35922.0,0.0,35922.0
2015,17,Procuraduría General de la República,510,Unidad Especializada en Investigación de Delitos contra los Derechos de Autor y la Propiedad Industrial,1,Gobierno,2,Justicia,2,Procuración de Justicia,4,Investigación del delito federal,E,Prestación de Servicios Públicos,6,Investigar y perseguir los delitos federales de carácter especial,31701,Servicios de conducción de señales analógicas y digitales,1,Gasto corriente,1,Recursos fiscales,9,Distrito Federal,0,7500.0,4837.0,4837.0,4837.0,0.0,4837.0
2015,12,Salud,NHK,Sistema Nacional para el Desarrollo Integral de la Familia,2,Desarrollo Social,6,Protección Social,8,Otros Grupos Vulnerables,12,"Asistencia social, comunitaria y beneficencia pública justa y equitativa (asistencia pública)",S,Sujetos a Reglas de Operación,39,Programa de Atención a Personas con Discapacidad,26104,"Combustibles, lubricantes y aditivos para vehículos terrestres, aéreos, marítimos, lacustres y fluviales asignados a servidores públicos",7,Gasto corriente por concepto de gastos indirectos de programas de subsidios,1,Recursos fiscales,9,Distrito Federal,0,0.0,45591.62,45591.62,45591.62,0.0,45591.62
2015,16,Medio Ambiente y Recursos Naturales,130,Delegación Federal en Durango,2,Desarrollo Social,1,Protección Ambiental,6,Otros de Protección Ambiental,6,Fomento y regulación de las actividades económicas y sociales para la protección del medio ambiente y recursos naturales,G,Regulación y supervisión,3,Regulación Ambiental,15402,Compensación garantizada,1,Gasto corriente,1,Recursos fiscales,10,Durango,0,5568358.0,4978796.0,4978796.0,4978796.0,0.0,4978796.0
2015,22,Instituto Nacional Electoral,200,Juntas Locales Ejecutivas,1,Gobierno,3,Coordinación de la Política de Gobierno,6,Organización de Procesos Electorales,1,"Democracia preservada y fortalecida mediante la organización de elecciones federales, el fomento de la participación ciudadana y la promoción del desarrollo del sistema de partidos",M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Gestión Administrativa,21601,Material de limpieza,1,Gasto corriente,1,Recursos fiscales,15,Estado de México,0,31682.0,89553.99,89553.99,89553.99,0.0,89553.99
2015,9,Comunicaciones y Transportes,636,Centro SCT Michoacán,3,Desarrollo Económico,5,Transporte,1,Transporte por Carretera,10,"Carreteras alimentadoras y caminos rurales eficientes, seguras y suficientes",K,Proyectos de Inversión,31,Proyectos de infraestructura económica de carreteras alimentadoras y caminos rurales,37204,Pasajes terrestres nacionales para servidores públicos de mando en el desempeño de comisiones y funciones oficiales,3,Gasto de obra pública,1,Recursos fiscales,16,Michoacán,46065,2880.0,0.0,0.0,0.0,0.0,0.0
2015,13,Marina,211,Dirección General de Construcciones Navales,1,Gobierno,6,Seguridad Nacional,2,Marina,5,Construcción naval y modernización de unidades operativas y establecimientos navales,A,Funciones de las Fuerzas Armadas,3,Construcción naval para la sustitución de buques de la Armada de México,27201,Prendas de protección personal,2,Gasto de capital diferente de obra pública,1,Recursos fiscales,20,Oaxaca,8132110002,0.0,397079.21,397079.21,397079.21,0.0,397079.21
2015,9,Comunicaciones y Transportes,J9E,Servicio Postal Mexicano,1,Gobierno,3,Coordinación de la Política de Gobierno,4,Función Pública,1,Función pública y buen gobierno,O,Apoyo a la función pública y al mejoramiento de la gestión,1,Actividades de apoyo a la función pública y buen gobierno,31902,Contratación de otros servicios,1,Gasto corriente,1,Recursos fiscales,9,Distrito Federal,0,11550.0,0.0,0.0,0.0,0.0,0.0
2015,9,Comunicaciones y Transportes,632,Centro SCT Guerrero,3,Desarrollo Económico,5,Transporte,1,Transporte por Carretera,10,"Carreteras alimentadoras y caminos rurales eficientes, seguras y suficientes",K,Proyectos de Inversión,31,Proyectos de infraestructura económica de carreteras alimentadoras y caminos rurales,39202,Otros impuestos y derechos,3,Gasto de obra pública,1,Recursos fiscales,12,Guerrero,13096320001,6400.0,10773.0,10773.0,10773.0,0.0,10773.0
2015,9,Comunicaciones y Transportes,630,Centro SCT Durango,3,Desarrollo Económico,5,Transporte,6,Otros Relacionados con Transporte,8,Regulación eficiente de las comunicaciones y los transportes,G,Regulación y supervisión,1,Regulación y supervisión del programa de protección y medicina preventiva en transporte multimodal,33602,Otros servicios comerciales,1,Gasto corriente,1,Recursos fiscales,10,Durango,0,12000.0,18312.0,18312.0,12000.0,6312.0,18312.0
2015,16,Medio Ambiente y Recursos Naturales,B00,Comisión Nacional del Agua,2,Desarrollo Social,1,Protección Ambiental,3,"Ordenación de Aguas Residuales, Drenaje y Alcantarillado",3,Manejo eficiente y sustentable del agua y prevención de inundaciones,G,Regulación y supervisión,10,Programa de gestión hídrica,14404,Cuotas para el seguro de separación individualizado,1,Gasto corriente,1,Recursos fiscales,9,Distrito Federal,0,15947184.0,15996435.16,15996435.16,15464421.14,532014.02,15996435.16
2015,20,Desarrollo Social,152,Delegación SEDESOL en Zacatecas,2,Desarrollo Social,6,Protección Social,8,Otros Grupos Vulnerables,8,"Apoyo al ingreso, a la salud y a la educación de las familias en pobreza",P,"Planeación, seguimiento y evaluación de políticas públicas",2,"Definición y conducción de la política del desarrollo social y comunitario, así como la participación social",31801,Servicio postal,1,Gasto corriente,1,Recursos fiscales,32,Zacatecas,0,5000.0,4992.23,4992.23,4992.23,0.0,4992.23
2015,16,Medio Ambiente y Recursos Naturales,B00,Comisión Nacional del Agua,2,Desarrollo Social,2,Vivienda y Servicios a la Comunidad,3,Abastecimiento de Agua,3,Manejo eficiente y sustentable del agua y prevención de inundaciones,G,Regulación y supervisión,10,Programa de gestión hídrica,14101,Aportaciones al ISSSTE,1,Gasto corriente,1,Recursos fiscales,11,Guanajuato,0,0.0,0.0,0.0,0.0,0.0,0.0
2015,16,Medio Ambiente y Recursos Naturales,RHQ,Comisión Nacional Forestal,3,Desarrollo Económico,2,"Agropecuaria, Silvicultura, Pesca y Caza",2,Silvicultura,4,Producción y Protección Forestal,E,Prestación de Servicios Públicos,14,Programa Nacional Forestal-Protección Forestal,24201,Cemento y productos de concreto,1,Gasto corriente,1,Recursos fiscales,30,Veracruz,0,0.0,3246.93,3246.93,3246.93,0.0,3246.93
2015,16,Medio Ambiente y Recursos Naturales,B00,Comisión Nacional del Agua,2,Desarrollo Social,1,Protección Ambiental,2,Administración del Agua,3,Manejo eficiente y sustentable del agua y prevención de inundaciones,G,Regulación y supervisión,10,Programa de gestión hídrica,27401,Productos textiles,1,Gasto corriente,1,Recursos fiscales,11,Guanajuato,0,0.0,0.0,0.0,0.0,0.0,0.0
2015,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",125,Delegación en Coahuila,3,Desarrollo Económico,2,"Agropecuaria, Silvicultura, Pesca y Caza",1,Agropecuaria,9,"Impulso a la reconversión productiva en materia agrícola, pecuaria y pesquera",P,"Planeación, seguimiento y evaluación de políticas públicas",1,"Registro, Control y Seguimiento de los Programas Presupuestarios",14201,Aportaciones al FOVISSSTE,1,Gasto corriente,1,Recursos fiscales,5,Coahuila,0,786159.0,802897.99,802897.99,802897.99,0.0,802897.99
2015,16,Medio Ambiente y Recursos Naturales,B00,Comisión Nacional del Agua,2,Desarrollo Social,1,Protección Ambiental,2,Administración del Agua,3,Manejo eficiente y sustentable del agua y prevención de inundaciones,G,Regulación y supervisión,10,Programa de gestión hídrica,24401,Madera y productos de madera,1,Gasto corriente,1,Recursos fiscales,24,San Luis Potosí,0,35206.0,57917.69,57917.69,57917.69,0.0,57917.69
2015,9,Comunicaciones y Transportes,650,Centro SCT Veracruz,3,Desarrollo Económico,5,Transporte,1,Transporte por Carretera,10,"Carreteras alimentadoras y caminos rurales eficientes, seguras y suficientes",K,Proyectos de Inversión,31,Proyectos de infraestructura económica de carreteras alimentadoras y caminos rurales,62501,Construcción de vías de comunicación,3,Gasto de obra pública,1,Recursos fiscales,30,Veracruz,10096500007,11524800.0,0.0,0.0,0.0,0.0,0.0
2015,9,Comunicaciones y Transportes,631,Centro SCT Guanajuato,3,Desarrollo Económico,5,Transporte,1,Transporte por Carretera,10,"Carreteras alimentadoras y caminos rurales eficientes, seguras y suficientes",K,Proyectos de Inversión,31,Proyectos de infraestructura económica de carreteras alimentadoras y caminos rurales,31101,Servicio de energía eléctrica,3,Gasto de obra pública,1,Recursos fiscales,11,Guanajuato,12096310022,7400.0,0.0,0.0,0.0,0.0,0.0
2015,42,Instituto Nacional para la Evaluación de la Educación,800,Coordinación de Direcciones del INEE en las Entidades Federativas,2,Desarrollo Social,5,Educación,6,Otros Servicios Educativos y Actividades Inherentes,5,Complemento a los servicios educativos,P,"Planeación, seguimiento y evaluación de políticas públicas",3,Normatividad y Política Educativa,13101,Prima quinquenal por años de servicios efectivos prestados,1,Gasto corriente,1,Recursos fiscales,9,Distrito Federal,0,0.0,2712.5,2712.5,2712.5,0.0,2712.5
