Ciclo,ID_Ramo,Ramo,ID_UR,UR,ID_FIN,FIN,ID_Funcion,Funcion,ID_Subfuncion,Subfuncion,ID_AI,Actividad_Institucional,ID_Modalidad,Modalidad,ID_PP,PP,ID_OG,Objeto_Gasto,ID_TG,Tipo_Gasto,ID_FF,Fuente_Financiamiento,ID_EF,EF,ID_CC,Aprobado,Modificado,Devengado,Pagado,Adefas,Ejercicio
2015,6,Hacienda y Crédito Público,612,Unidad de Vigilancia de Fondos y Valores,1,Gobierno,5,Asuntos Financieros y Hacendarios,2,Asuntos Hacendarios,6,Servicios de tesorería eficientes y transparentes,E,Prestación de Servicios Públicos,3,Administración de los fondos federales y valores en propiedad y/o custodia del Gobierno Federal,33304,Servicios de mantenimiento de aplicaciones informáticas,1,Gasto corriente,1,Recursos fiscales,9,Distrito Federal,0,371742.0,0.0,0.0,0.0,0.0,0.0
2015,38,Consejo Nacional de Ciencia y Tecnología,90X,Consejo Nacional de Ciencia y Tecnología,3,Desarrollo Económico,8,"Ciencia, Tecnología e Innovación",3,Servicios Científicos y Tecnológicos,5,"Formulación, articulación y conducción de la política en ciencia, tecnología e innovación",P,"Planeación, seguimiento y evaluación de políticas públicas",1,"Planeación, formulación, diseño, implementación y evaluación de políticas públicas",14404,Cuotas para el seguro de separación individualizado,1,Gasto corriente,1,Recursos fiscales,14,Jalisco,0,337569.0,337569.0,337569.0,337569.0,0.0,337569.0
2015,22,Instituto Nacional Electoral,116,Dirección Ejecutiva de Administración,1,Gobierno,3,Coordinación de la Política de Gobierno,6,Organización de Procesos Electorales,1,"Democracia preservada y fortalecida mediante la organización de elecciones federales, el fomento de la participación ciudadana y la promoción del desarrollo del sistema de partidos",M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Gestión Administrativa,39101,Funerales y pagas de defunción,1,Gasto corriente,1,Recursos fiscales,9,Distrito Federal,0,2533421.0,69288.8,69288.8,69288.8,0.0,69288.8
2015,40,Información Nacional Estadística y Geográfica,100,Instituto Nacional de Estadística y Geografía,1,Gobierno,8,Otros Servicios Generales,2,Servicios Estadísticos,1,Sistema Nacional de Información Estadística y Geográfica,P,"Planeación, seguimiento y evaluación de políticas públicas",4,Censo de Población y Vivienda,36101,Difusión de mensajes sobre programas y actividades gubernamentales,1,Gasto corriente,1,Recursos fiscales,23,Quintana Roo,0,0.0,23548.0,23548.0,23548.0,0.0,23548.0
2015,4,Gobernación,712,Dirección General de Medios Impresos,1,Gobierno,8,Otros Servicios Generales,3,Servicios de Comunicación y Medios,9,Comunicación social del Gobierno Federal,P,"Planeación, seguimiento y evaluación de políticas públicas",5,Conducción de la política de comunicación social de la Administración Pública Federal y la relación con los medios de comunicación,31904,Servicios integrales de infraestructura de cómputo,1,Gasto corriente,1,Recursos fiscales,9,Distrito Federal,0,1583629.0,0.0,0.0,0.0,0.0,0.0
2015,9,Comunicaciones y Transportes,640,Centro SCT Oaxaca,3,Desarrollo Económico,5,Transporte,1,Transporte por Carretera,10,"Carreteras alimentadoras y caminos rurales eficientes, seguras y suficientes",K,Proyectos de Inversión,31,Proyectos de infraestructura económica de carreteras alimentadoras y caminos rurales,27101,Vestuario y uniformes,3,Gasto de obra pública,1,Recursos fiscales,20,Oaxaca,14096400008,9800.0,9719.64,9719.64,9719.64,0.0,9719.64
2015,10,Economía,155,Subdelegación en Piedras Negras,3,Desarrollo Económico,1,"Asuntos Económicos, Comerciales y Laborales en General",1,Asuntos Económicos y Comerciales en General,3,"Micro, pequeñas y medianas empresas productivas y competitivas",E,Prestación de Servicios Públicos,9,Atención a las solicitudes de servicios y promoción de los programas competencia de la Secretaría en el interior de la República,35701,Mantenimiento y conservación de maquinaria y equipo,1,Gasto corriente,1,Recursos fiscales,5,Coahuila,0,1500.0,3558.88,3558.88,3558.88,0.0,3558.88
2015,16,Medio Ambiente y Recursos Naturales,B00,Comisión Nacional del Agua,3,Desarrollo Económico,2,"Agropecuaria, Silvicultura, Pesca y Caza",5,Hidroagrícola,3,Manejo eficiente y sustentable del agua y prevención de inundaciones,K,Proyectos de Inversión,141,Rehabilitación y Modernización de Infraestructura de Riego y Temporal Tecnificado,35501,"Mantenimiento y conservación de vehículos terrestres, aéreos, marítimos, lacustres y fluviales",3,Gasto de obra pública,1,Recursos fiscales,26,Sonora,1216B000122,0.0,1299136.62,1299136.62,1291631.28,7505.34,1299136.62
2015,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",124,Delegación en Campeche,3,Desarrollo Económico,2,"Agropecuaria, Silvicultura, Pesca y Caza",1,Agropecuaria,9,"Impulso a la reconversión productiva en materia agrícola, pecuaria y pesquera",P,"Planeación, seguimiento y evaluación de políticas públicas",1,"Registro, Control y Seguimiento de los Programas Presupuestarios",14301,Aportaciones al Sistema de Ahorro para el Retiro,1,Gasto corriente,1,Recursos fiscales,4,Campeche,0,252198.0,250074.0,250074.0,250074.0,0.0,250074.0
2015,10,Economía,LAT,Procuraduría Federal del Consumidor,3,Desarrollo Económico,1,"Asuntos Económicos, Comerciales y Laborales en General",1,Asuntos Económicos y Comerciales en General,7,Equidad en las relaciones de consumo,B,Provisión de Bienes Públicos,2,Promoción de una cultura de consumo responsable e inteligente,13201,Primas de vacaciones y dominical,1,Gasto corriente,1,Recursos fiscales,19,Nuevo León,0,22974.0,19818.3,19818.3,19818.3,0.0,19818.3
2015,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",I00,Comisión Nacional de Acuacultura y Pesca,3,Desarrollo Económico,2,"Agropecuaria, Silvicultura, Pesca y Caza",3,"Acuacultura, Pesca y Caza",8,Acuacultura y Pesca,G,Regulación y supervisión,1,"Regulación, supervisión y aplicación de las políticas públicas en materia agropecuaria, acuícola y pesquera",34601,"Almacenaje, embalaje y envase",1,Gasto corriente,1,Recursos fiscales,25,Sinaloa,0,0.0,1098.52,1098.52,1098.52,0.0,1098.52
2015,16,Medio Ambiente y Recursos Naturales,RHQ,Comisión Nacional Forestal,3,Desarrollo Económico,2,"Agropecuaria, Silvicultura, Pesca y Caza",2,Silvicultura,4,Producción y Protección Forestal,S,Sujetos a Reglas de Operación,71,Programa de Empleo Temporal (PET),26102,"Combustibles, lubricantes y aditivos para vehículos terrestres, aéreos, marítimos, lacustres y fluviales destinados a servicios públicos y la operación de programas públicos",7,Gasto corriente por concepto de gastos indirectos de programas de subsidios,1,Recursos fiscales,12,Guerrero,0,0.0,81636.12,81636.12,81636.12,0.0,81636.12
2015,16,Medio Ambiente y Recursos Naturales,130,Delegación Federal en Durango,2,Desarrollo Social,1,Protección Ambiental,6,Otros de Protección Ambiental,2,Servicios de apoyo administrativo,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1,Actividades de apoyo administrativo,21101,Materiales y útiles de oficina,1,Gasto corriente,1,Recursos fiscales,10,Durango,0,52000.0,35305.1,35305.1,35305.1,0.0,35305.1
