Ciclo,ID_Ramo,Ramo,ID_UR,UR,ID_FIN,FIN,ID_Funcion,Funcion,ID_Subfuncion,Subfuncion,ID_AI,Actividad_Institucional,ID_Modalidad,Modalidad,ID_PP,PP,ID_OG,Objeto_Gasto,ID_TG,Tipo_Gasto,ID_FF,Fuente_Financiamiento,ID_EF,EF,ID_CC,Aprobado,Modificado,Devengado,Pagado,Adefas,Ejercicio
2015,3,Poder Judicial,211,Salas Regionales,1,Gobierno,2,Justicia,1,Impartición de Justicia,4,Resolver impugnaciones en procesos electorales,R,Específicos,1,Otras Actividades,26105,"Combustibles, lubricantes y aditivos para maquinaria, equipo de producción y servicios administrativos",1,Gasto corriente,1,Recursos fiscales,14,Jalisco,0,11514.0,11514.0,5680.0,5680.0,0.0,5680.0
2015,16,Medio Ambiente y Recursos Naturales,B00,Comisión Nacional del Agua,2,Desarrollo Social,1,Protección Ambiental,2,Administración del Agua,3,Manejo eficiente y sustentable del agua y prevención de inundaciones,N,Desastres Naturales,1,Programa para atender desastres naturales,26105,"Combustibles, lubricantes y aditivos para maquinaria, equipo de producción y servicios administrativos",1,Gasto corriente,1,Recursos fiscales,30,Veracruz,0,0.0,29640.0,29640.0,29640.0,0.0,29640.0
2015,9,Comunicaciones y Transportes,631,Centro SCT Guanajuato,3,Desarrollo Económico,5,Transporte,1,Transporte por Carretera,3,"Carreteras eficientes, seguras y suficientes",K,Proyectos de Inversión,3,Proyectos de infraestructura económica de carreteras,37504,Viáticos nacionales para servidores públicos en el desempeño de funciones oficiales,3,Gasto de obra pública,1,Recursos fiscales,11,Guanajuato,11096310014,33370.0,0.0,0.0,0.0,0.0,0.0
2015,10,Economía,160,Subdelegación en Celaya,3,Desarrollo Económico,1,"Asuntos Económicos, Comerciales y Laborales en General",1,Asuntos Económicos y Comerciales en General,3,"Micro, pequeñas y medianas empresas productivas y competitivas",E,Prestación de Servicios Públicos,9,Atención a las solicitudes de servicios y promoción de los programas competencia de la Secretaría en el interior de la República,35801,"Servicios de lavandería, limpieza e higiene",1,Gasto corriente,1,Recursos fiscales,11,Guanajuato,0,66000.0,66565.54,66565.54,66565.54,0.0,66565.54
2015,16,Medio Ambiente y Recursos Naturales,B00,Comisión Nacional del Agua,3,Desarrollo Económico,2,"Agropecuaria, Silvicultura, Pesca y Caza",5,Hidroagrícola,3,Manejo eficiente y sustentable del agua y prevención de inundaciones,K,Proyectos de Inversión,135,Infraestructura de riego y Temporal Tecnificado,62601,Otras construcciones de ingeniería civil u obra pesada,3,Gasto de obra pública,1,Recursos fiscales,7,Chiapas,1116B000284,71983029.0,71232912.24,71232912.24,71232912.24,0.0,71232912.24
2015,10,Economía,181,Dirección General de Regulación Minera,3,Desarrollo Económico,4,"Minería, Manufacturas y Construcción",1,Extracción de Recursos Minerales excepto los Combustibles Minerales,3,"Micro, pequeñas y medianas empresas productivas y competitivas",F,Promoción y fomento,1,Promoción de la inversión en el sector minero y desarrollo de su competitividad,34701,Fletes y maniobras,1,Gasto corriente,1,Recursos fiscales,9,Distrito Federal,0,0.0,6032.0,6032.0,6032.0,0.0,6032.0
2015,2,Oficina de la Presidencia de la República,113,Coordinación General de Administración,1,Gobierno,3,Coordinación de la Política de Gobierno,1,Presidencia / Gubernatura,4,"Asesoría, coordinación, difusión y apoyo de las actividades del Presidente de la República",P,"Planeación, seguimiento y evaluación de políticas públicas",2,"Asesoría, coordinación, difusión y apoyo técnico de las actividades del Presidente de la República",39801,Impuesto sobre nóminas,1,Gasto corriente,1,Recursos fiscales,9,Distrito Federal,0,6766104.0,15712349.49,15712349.49,15712349.49,0.0,15712349.49
2015,31,Tribunales Agrarios,200,Tribunales Unitarios Agrarios,1,Gobierno,2,Justicia,1,Impartición de Justicia,3,Impartición de Justicia en materia agraria,E,Prestación de Servicios Públicos,1,Resolución de asuntos relativos a conflictos y controversias por la posesión y usufructo de la tierra,21601,Material de limpieza,1,Gasto corriente,1,Recursos fiscales,22,Querétaro,0,810.0,876.96,876.96,876.96,0.0,876.96
2015,9,Comunicaciones y Transportes,633,Centro SCT Hidalgo,3,Desarrollo Económico,5,Transporte,1,Transporte por Carretera,10,"Carreteras alimentadoras y caminos rurales eficientes, seguras y suficientes",K,Proyectos de Inversión,37,Conservación de infraestructura de caminos rurales y carreteras alimentadoras,35101,Mantenimiento y conservación de inmuebles para la prestación de servicios administrativos,3,Gasto de obra pública,1,Recursos fiscales,13,Hidalgo,14092100002,166836.0,166814.35,166814.35,166814.35,0.0,166814.35
2015,9,Comunicaciones y Transportes,642,Centro SCT Querétaro,3,Desarrollo Económico,5,Transporte,1,Transporte por Carretera,10,"Carreteras alimentadoras y caminos rurales eficientes, seguras y suficientes",K,Proyectos de Inversión,31,Proyectos de infraestructura económica de carreteras alimentadoras y caminos rurales,32201,Arrendamiento de edificios y locales,3,Gasto de obra pública,1,Recursos fiscales,22,Querétaro,14096420002,12000.0,0.0,0.0,0.0,0.0,0.0
